PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Activity_Score,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.00132 uM,Activity at 0.00295 uM,Activity at 0.00635 uM,Activity at 0.015 uM,Activity at 0.029 uM,Activity at 0.033 uM,Activity at 0.074 uM,Activity at 0.159 uM,Activity at 0.369 uM,Activity at 0.794 uM,Activity at 1.840 uM,Activity at 3.690 uM,Activity at 4.120 uM,Activity at 9.220 uM,Activity at 19.84 uM,Activity at 46.10 uM,Activity at 92.20 uM,Compound QC
48,103163250,49795586,COC1=CC(=C(C=C1)C2=CN3C(=CN=C3C(=C2)NC=O)C4=CC(=C(C=C4)OC)OC)OC,Active,64,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS003124242-01/135605164,,Activator,2.5929,75.7202,,64,Complete curve; partial efficacy,-5.5862,2.1211,0.9988,74.8512,-0.869,1.2,0 0 0 0 0 0 0,74.8228,,-0.9887,,-2.9898,,,0.5281,,1.1768,,22.7715,,,70.4917,,74.8228,,QC'd by Evotec San Francisco
49,121282660,51358910,C1=CC=C(C=C1)CC2=C(N=C3N2C=C(C=C3)Br)C4=CC=CC=C4,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS003126228-01/135604910,,Inactive,,,,0,,,2.6384,0.951,10,-1.0382,4,0 0 0 0 0 0 0,7.4798,,-1.7556,,-2.1152,,,-0.1461,,-0.9347,,-0.1862,,,-0.5259,,7.4798,,QC'd by Vinay Edwin - Univ. of Chicago - MLI CMLD
50,121282830,51359070,CC1=CN2C(=NC(=C2CC3=CC=CC=C3OC)C4=CC(=C(C=C4)OC)OC)C=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS003222354-01/135604410,,Inactive,,,,0,,,4.9549,0.9415,10,-1.2717,4,0 0 0 0 0 0 0,9.8931,,-1.5629,,-2.7264,,,0.801,,-1.3598,,-1.137,,,-0.7282,,9.8931,,QC'd by Vinay Edwin - Univ. of Chicago - MLI CMLD
51,121284689,51360056,C1=CC=C(C=C1)CC2=C(N=C3N2C=C(C=C3)Cl)C4=CC(=CC=C4)Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS003269846-01/135604315,,Inactive,,,,0,,,1.8579,0.886,4,-1.8314,4,0 0 0 0 0 0 0,3.178,,-3.1928,,-1.6166,,,-1.8259,,-1.7948,,-0.7527,,,-0.4593,,3.178,,QC'd by Vinay Edwin - Univ. of Chicago - MLI CMLD
52,121285158,1775786,CN(CC1=CC=CC=C1)CC2=CC(=O)OC3=C2C=CC(=C3)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS003314825-01/135604422,,Inactive,,,,0,,,,,,,4,,1.9148,,-1.5762,,-2.3982,,,-0.1401,,-1.3031,,-0.4365,,,-0.4142,,1.9148,,QC'd by Jeff Aube - Univ. of Kansas - MLI CMLD
53,121286005,51361322,C1=CC=C(C=C1)C(=O)N2C3=CC=CC=C3C(=O)N2C4=CC=CC=C4CCl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS003316035-01/135605416,,Inactive,,,,0,,,,,,,4,,-0.3752,,-1.6516,,-2.9993,,,0.1078,,-1.4359,,-0.9982,,,-1.1618,,-0.3752,,QC'd by Mark J Kurth - Univ. of California; Davis - MLI PSL
54,124753337,53299537,CCCCCCSC1=CC=CC(=C1)C2=C(N3C=C(C=CC3=N2)Cl)NCCCC.C(=O)(C(F)(F)F)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS003231130-01/135605733,,Inactive,,,,0,,,,,,,4,,-0.4442,,-3.6797,,-1.9943,,,-1.6155,,-0.4602,,0.0591,,,-1.2863,,-0.4442,,QC'd by Wei Zhang - Fluorous Technologies; Inc. - MLI PSL
55,124753354,53299546,CCCCNC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)SC(C)CC.C(=O)(C(F)(F)F)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS003231147-01/135605263,,Inactive,,,,0,,,,,,,4,,0.4041,,-3.0031,,-2.1403,,,-2.2523,,-2.2619,,-0.4381,,,-1.6774,,0.4041,,QC'd by Wei Zhang - Fluorous Technologies; Inc. - MLI PSL
56,124754729,50985850,CCOC(=O)C1=C(C2=C(S1)N=C(C=C2C)OCC3=CN=CC=C3)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS003509086-01/135603871,,Inactive,,,,0,,,4.045,0.9692,10,-2.549,4,0 0 0 0 0 0 0,9.7913,,-3.7908,,-2.8103,,,-2.3698,,-2.3836,,-1.0037,,,-1.7533,,9.7913,,QC'd by Vanderbilt Screening Center for GPCRs; Ion Channels; and Transporters
57,124755024,53300881,CC1=C(C=CC(=C1)S(=O)(=O)N2CCC[C@H]2C(=O)N3CCC[C@H]3C(=O)NCC4=CC=CC=N4)OC.C(=O)(C(F)(F)F)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS003588094-01/135605079,,Inactive,,,,0,,,,,,,4,,0.3064,,-3.262,,-1.6279,,,-1.7664,,-1.45,,-0.6936,,,-1.1512,,0.3064,,QC'd by Vanderbilt Screening Center for GPCRs; Ion Channels; and Transporters
58,124755026,53300883,CC1=CC(=CC=C1)C(=O)N2CCC[C@H]2C(=O)N3CCC[C@H]3C(=O)NCC4=CC=NC=C4.C(=O)(C(F)(F)F)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/MLS003588096-01/135604138,,Inactive,,,,0,,,,,,,4,,-0.4617,,-1.6853,,-2.5598,,,-0.3579,,-1.0334,,-0.5935,,,-1.0858,,-0.4617,,QC'd by Vanderbilt Screening Center for GPCRs; Ion Channels; and Transporters
59,144203552,12850184,C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O.C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O.[Ca+2],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00013012-01/135605048,,Inactive,,,,0,,,,,,,4,,-0.423,,-1.6041,,-2.6357,,,0.3254,,-1.323,,-1.0543,,,-0.6384,,-0.423,,QC'd by NCI
60,144203706,3333,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00015455-03/135604493,,Activator,3.6626,63.1863,,23,Partial curve; partial efficacy,-5.4362,1.1,0.9989,60.0418,-3.1445,2.2,0 0 0 0 0 0 0,55.5943,,-3.1423,,-2.0952,,,-1.562,,0.2317,,16.7561,,,42.729,,55.5943,,QC'd by SigmaAldrich
61,144203800,5702242,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2.C(=C\C(=O)O)\C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00015872-05/135605720,,Inactive,,,,0,,,3.99,0.6283,2.5,-1.2761,4,0 0 0 0 0 0 0,2.4462,,-1.1723,,-2.73,,,0.7115,,-1.2597,,-0.6969,,,-0.7435,,2.4462,,QC'd by BIOMOL
62,144203817,2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,Active,70,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00015955-09/135605418,,Activator,0.0184,68.9372,,70,Complete curve; partial efficacy,-7.7362,0.7,0.9637,62.9436,-5.9936,1.2,0 0 0 0 0 0 0,67.8764,,7.9404,,28.5266,,,40.571,,58.5986,,58.7358,,,55.9932,,67.8764,,QC'd by BIOMOL
63,144203858,5723,COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00016106-04/135604082,,Inactive,,,,0,,,1.5386,0.9791,20,-1.2091,4,0 0 0 0 0 0 0,15.4823,,-1.5547,,-3.0909,,,-0.4312,,-1.022,,0.148,,,3.5748,,15.4823,,QC'd by SigmaAldrich
64,144203888,938,C1=CC(=CN=C1)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00016268-02/135605917,,Inactive,,,,0,,,,,,,4,,1.8315,,0.4308,,-0.3392,,,-0.1346,,-0.3013,,-0.5661,,,-0.4023,,1.8315,,QC'd by Microsource
65,144203942,2337,CCOC(=O)C1=CC=C(C=C1)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00016352-01/135604533,,Inactive,,,,0,,,,,,,4,,-0.5825,-3.0198,,-1.9613,,,-1.6812,,-1.7406,,-0.5375,,,-0.7331,,-0.5825,,,QC'd by Prestwick Chemical; Inc.
66,144204043,5702159,CCOC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OCC)OCC)OCC.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00016557-01/135604648,,Inactive,,,,0,,,3.6272,0.9949,28.5,-1.1252,4,0 0 0 0 0 0 0,27.7517,-1.2596,,-2.6043,,,-0.0778,,-0.9819,,-0.6498,,,2.4989,,27.7517,,,QC'd by Prestwick Chemical; Inc.
67,144204210,2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00016876-01/135605809,,Inactive,,,,0,,,3.6772,0.9615,9.5,-1.6245,4,0 0 0 0 0 0 0,9.1869,-3.0204,,-2.2821,,,-1.9954,,-1.3759,,-0.3999,,,-0.5554,,9.1869,,,QC'd by Prestwick Chemical; Inc.
68,144204226,71486,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C.Cl,Inconclusive,28,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00016906-01/135603837,,Activator,0.0699,62.0292,,28,Complete curve; partial efficacy,-7.1553,0.9,0.9943,58.8158,-3.2135,1.2,0 0 0 0 0 0 0,55.8439,-1.8894,,3.917,,,18.6014,,37.1318,,55.8905,,,57.5731,,55.8439,,,QC'd by Prestwick Chemical; Inc.
69,144204253,54765,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00016947-01/135604602,,Inactive,,,,0,,,,,,,4,,-0.3164,-1.0376,,-2.4384,,,0.2969,,-1.0311,,-0.6229,,,-1.2536,,-0.3164,,,QC'd by Prestwick Chemical; Inc.
70,144204419,222757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00021274-03/135604544,,Inactive,,,,0,,,2.9523,0.9597,9.5,-1.5154,4,0 0 0 0 0 0 0,8.6302,,-1.8527,,-2.9295,,,-0.361,,-1.8638,,-1.1087,,,-0.5447,,8.6302,,QC'd by FLUKA
71,144204428,12035,CC(=O)N[C@@H](CS)C(=O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00022304-05/135605161,,Inactive,,,,0,,,,,,,4,,-0.6301,,,-2.7318,,-1.5327,,,-1.3273,,-1.2369,,-0.2184,,,-1.0202,,-0.6301,QC'd by SigmaAldrich
72,144204459,2755,CC(C)NCC(C1=CC(=C(C=C1)N)C#N)O,Inconclusive,34,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00024589-02/135605332,,Activator,0.0012,56.8143,,34,Complete curve; partial efficacy,-8.9362,0.3,0.9274,64.0721,7.2578,1.2,0 0 0 0 0 0 0,63.7764,,37.5436,,49.2005,,,51.1415,,56.6718,,55.212,,,59.4702,,63.7764,,QC'd by BIOMOL
73,144204491,47936,CC(=O)O[C@H]1[C@H]([C@@H]2[C@]([C@H](CCC2(C)C)O)([C@@]3([C@@]1(O[C@@](CC3=O)(C)C=C)C)O)C)O,Active,86,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00024996-02/135604943,,Activator,1.9953,95.9466,,86,Complete curve; high efficacy,-5.7,1.1,0.9959,92.7748,-3.1717,1.1,0 0 0 0 0 0 0,87.9937,,,-2.8722,,-0.8867,,,-0.3807,,22.5278,,58.7017,,,89.3785,,87.9937,QC'd by SigmaAldrich
74,144204524,2999413,C[C@H]1CCC[C@@H](CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00037064-02/135604731,,Inactive,,,,0,,,,,,,4,,0.3051,,-3.6968,,-1.8812,,,-1.3801,,-2.2426,,-0.645,,,-1.7823,,0.3051,,QC'd by NIEHS
75,144204822,56801,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O.C1=CC=C2C(=C1)C=CC(=C2O)C(=O)O,Inconclusive,23,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00094372-03/135604621,,Activator,4.1095,34.0084,,23,Partial curve; partial efficacy,-5.3862,0.7,0.9652,78.0367,44.0283,2.2,0 0 0 0 0 0 1,47.7324,,42.2536,,45.4297,,,47.9287,,47.2094,,56.9746,,,65.6632,,47.7324,,QC'd by SIGMA
76,144204829,5702285,CC(C)(C)NCC(C1=CC=CC=C1Cl)O.Cl,Inconclusive,26,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00094412-02/135605993,,Activator,0.0291,45.3038,,26,Complete curve; partial efficacy,-7.5362,1.1,0.9866,42.0754,-3.2284,1.2,0 0 0 0 0 0 0,42.8616,,-0.3402,,11.8021,,,28.8696,,42.5456,,38.1817,,,41.805,,42.8616,,QC'd by Microsource
77,144204996,150311,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00095134-01/135604377,,Inactive,,,,0,,,,,,,4,,-0.2872,,-2.7457,,-1.4499,,,-1.8141,,-1.2368,,0.0778,,,-0.5598,,-0.2872,,QC'd by Microsource
78,144204997,123606,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00095135-01/135605762,,Inactive,,,,0,,,,,,,4,,-0.6915,,-1.5119,,-2.5433,,,0.0346,,-1.6367,,-0.378,,,-1.329,,-0.6915,,QC'd by Microsource
79,144205115,5816,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,Inconclusive,29,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00142615-03/135606004,,Activator,0.0251,65.9115,,29,Complete curve; partial efficacy,-7.6,1.01,0.938,59.6001,-6.3114,1.2,0 0 0 0 0 0 0,56.4193,,,5.0803,,31.199,,,48.6109,,59.9184,,50.7714,,,68.1946,,56.4193,QC'd by Labotest
80,144205141,63013,CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00159343-02/135604045,,Inactive,,,,0,,,,,,,4,,-1.2637,,,-2.5417,,-1.9511,,,-2.2375,,-2.0239,,-0.7632,,,-1.7499,,-1.2637,QC'd by InterBioScreen
81,144205193,12305037,C1=CC(=C(C=C1[C@H](CN)O)O)O.C(C(C(=O)O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O,Inconclusive,22,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00159406-02/135603630,,Activator,5.1735,58.4266,,22,Partial curve; partial efficacy,-5.2862,1.3443,0.9987,57.203,-1.2236,2.2,0 0 0 0 0 0 0,54.3781,,-1.2235,,-1.7583,,,0.5932,,-0.5203,,10.5709,,,38.4246,,54.3781,,QC'd by Labotest
82,144205345,17756939,CN1C(C(=O)C2=C(S1(=O)=O)C=C(S2)Cl)C(=O)NC3=CC=CC=N3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00160407-01/135605812,,Inactive,,,,0,,,,,,,4,,-1.0596,,-1.9577,,-3.1293,,,-0.0615,,-1.9986,,-1.0408,,,-1.6341,,-1.0596,,QC'd by Bionet
83,144205458,11310,CC1=C(C2=CC=CC=C2C(=C1)OC(=O)C)OC(=O)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00160567-01/135606158,,Inactive,,,,0,,,,,,,4,,-0.4733,,-1.3349,,-2.6025,,,-0.1814,,-1.051,,-1.1383,,,-1.0974,,-0.4733,,QC'd by SigmaAldrich
84,144205547,71986,COC1=CC2=C(C=C1)NC=C2C(CN)C(=O)OC.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00161405-01/135603874,,Inactive,,,,0,,,0.3,0.496,4,-2.2954,4,0 0 0 0 0 0 0,2.0356,,-1.4572,,-3.1628,,,1.3104,,-1.3055,,0.0508,,,0.0866,,2.0356,,QC'd by Tocris
85,144205597,5957,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00163309-01/135604446,,Inactive,,,,0,,,3.9295,0.9864,20.5,-0.9909,4,0 0 0 0 0 0 1,-0.7039,,-1.2835,,-2.4924,,,0.5696,,-0.4039,,7.0093,,,20.6162,,-0.7039,,QC'd by BIOMOL
86,144205726,9927058,C1C(S/C(=C(/C#N)\N2C=CN=C2)/S1)C3=CC=CC=C3Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00164544-01/135603515,,Inactive,,,,0,,,,,,,4,,-0.4837,,-2.9179,,-1.747,,,-1.7386,,-1.5534,,-0.1752,,,-1.4408,,-0.4837,,QC'd by Sequoia
87,144205794,69155711,C[C@@H](C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00164622-01/135604661,,Inactive,,,,0,,,,,,,4,,-0.5442,,-2.9711,,-1.6771,,,-1.304,,-2.0841,,-0.4667,,,-1.1172,,-0.5442,,QC'd by Sequoia
88,144205822,5502,CCC1C(=NN=C(C2=CC(=C(C=C12)OC)OC)C3=CC(=C(C=C3)OC)OC)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00165912-02/135604488,,Inactive,,,,0,,-4.6862,2.0437,0.9951,34,-1.5092,4,0 0 0 0 0 0 0,28.3772,,-2.0349,,-2.9243,,,-0.4183,,-1.0989,,-1.1018,,,4.4051,,28.3772,,QC'd by SigmaAldrich
89,144205996,66359,CC(=O)O[C@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00167439-01/135604253,,Activator,20.5962,42.3497,,10,Single point of activity,-4.6862,1.9887,0.9969,40.6621,-1.6875,3,0 0 0 0 0 0 0,33.4923,,-3.0729,,-1.1644,,,-1.7451,,-2.0375,,-0.4528,,,5.7886,,33.4923,,QC'd by Bosche
90,144206072,325003,C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O.OS(=O)(=O)O,Inconclusive,26,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00167522-01/135605534,,Activator,0.2311,58.3621,,26,Complete curve; partial efficacy,-6.6362,3.0654,0.9963,56.7397,-1.6224,1.2,0 0 0 0 0 0 0,53.0934,,-1.2877,,-2.1235,,,0.7021,,45.2642,,57.9164,,,58.6187,,53.0934,,QC'd by Sequoia
91,144206095,90473,C[S+](CC[C@@H](C(=O)O)N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.[Cl-],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00167546-02/135605679,,Inactive,,,,0,,,1.6436,0.9029,7.5,-1.7425,4,0 0 0 0 0 0 0,5.702,,-3.1188,,-1.9066,,,-1.3842,,-1.3617,,0.0614,,,0.1474,,5.702,,QC'd by SigmaAldrich
92,144206100,10781,CC1CCCCN1CCCOC(=O)C2=CC=CC=C2.Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00167552-01/135605878,,Inactive,,,,0,,,1.6924,0.8778,7.5,-0.762,4,0 0 0 0 0 0 0,6.4254,,-1.3773,,-2.3017,,,1.1176,,-1.1328,,-0.5663,,,1.5609,,6.4254,,QC'd by SigmaAldrich
93,144206134,122077,C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00167729-01/135604510,,Inactive,,,,0,,,,,,,4,,-0.4193,,-1.5322,,-2.2485,,,0.2633,,-0.2844,,-0.6317,,,1.807,,-0.4193,,QC'd by Tocris
94,144206261,23671932,CN(C)C=NC1=C(C=C(C(=C1I)CCC(=O)[O-])I)I.[Na+],Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00181092-01/135603679,,Inactive,,,,0,,,,,,,4,,0.3262,,-3.0819,,-2.0195,,,-1.2806,,-1.9793,,-0.1829,,,-0.6231,,0.3262,,QC'd by NCI
95,144206287,53477580,C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00181126-01/135603530,,Activator,5.1735,7.5,,10,Complete curve; partial efficacy; poor fit,-5.2862,4.9549,0.6722,58.5,51,1.4,0 0 0 0 0 0 0,58.312,,50.3018,,48.7649,,,54.1434,,54.2326,,47.5009,,,58.4981,,58.312,,QC'd by NCI
96,144206582,55483,C1=CC=C(C=C1)CCNCCCCCCNCCC2=CC(=C(C=C2)O)O,Inconclusive,24,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00184998-01/135605001,,Activator,1.0323,53.7746,,24,Complete curve; partial efficacy,-5.9862,4.095,0.9959,51.7014,-2.0732,1.2,0 0 0 0 0 0 0,54.7454,,-2.7682,,-1.3058,,,-1.4308,,-1.2531,,46.8111,,,48.871,,54.7454,,QC'd by APAC
97,144206622,3016,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00178168-02/135604992,,Inactive,,,,0,,,,,,,4,,1.3708,,-1.5227,,-2.5755,,,-0.7234,,-1.659,,-1.6171,,,-1.2187,,1.3708,,QC'd by Chembridge
98,144206658,4041,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00164523-01/135604878,,Inactive,,,,0,,,,,,,4,,-0.2286,,-1.7545,,-1.7953,,,-0.1126,,-0.5397,,-0.9892,,,-0.732,,-0.2286,,QC'd by Innovapharm
99,144206714,7902,CN(C)CCO,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00159413-02/135605614,,Inactive,,,,0,,,,,,,4,,-0.6713,,-1.28,,-3.0175,,,-0.8202,,-1.6215,,-1.6891,,,-1.9958,,-0.6713,,QC'd by Labotest
100,144206729,8395,CCOC(=O)COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=CC=C3,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00182622-01/135604005,,Inactive,,,,0,,,0.4,0.8682,4,-2.7592,4,0 0 0 0 0 0 0,2.2875,,-3.1327,,-1.9204,,,-1.4131,,-1.5042,,-0.2378,,,-0.4853,,2.2875,,QC'd by Maybridge
101,144206838,3045414,CC(C)(C)NC[C@@H](C1=C(C=C(C=C1)O)Cl)O,Inconclusive,29,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00183842-01/135604857,,Activator,0.0052,44.9722,,29,Complete curve; partial efficacy,-8.2862,1.5936,0.9238,48.9722,4,1.2,0 0 0 0 0 0 0,50.92,,16.3923,,42.2916,,,45.4921,,42.7473,,50.8983,,,53.1695,,50.92,,QC'd by Pharmaron
102,144206886,32995,CN(C)C(=O)CNC(=O)CC1=CC=CC=C1,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00181910-01/135605093,,Inactive,,,,0,,,2.3531,0.8632,4.5,-1.71,4,0 0 0 0 0 0 0,3.4003,,-3.0917,,-1.8523,,,-1.8275,,-1.9765,,-0.3772,,,-1.1719,,3.4003,,QC'd by Pharmaron
103,144207052,3671,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00015542-05/135604207,,Inactive,,,,0,,,1.8579,0.9438,6,-2.1736,4,0 0 0 0 0 0 0,4.7539,,-3.0614,,-1.7537,,,-2.3081,,-2.2387,,-0.8809,,,-0.2446,,4.7539,,QC'd by SigmaAldrich
104,144207132,193949,CC(C)OC(=O)C1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)O,Inactive,0,http://assay.nih.gov/htsws/rest/display/glp1r-agonist-f1-cherrypick/NCGC00025200-01/135604770,,Inactive,,,,0,,,1.2716,0.8767,5.5,-0.8493,4,0 0 0 0 0 0 0,4.3929,,-0.193,,-1.9578,,,0.2545,,-1.0004,,0.0147,,,1.1974,,4.3929,,QC'd by Tocris
